ApprovalFiscalYear,GrossApproval,NaicsCode,InitialInterestRate,BorrState,JobsSupported,LoanStatus
2012,5521300,611691,6.637571429,MN,289,PIF
2013,5432300,611691,6.19,OK,500,PIF
2014,9842800,611691,6.349090909,SC,518,EXEMPT
2015,10060000,611691,6.397368421,OH,532,PIF
2016,12269900,611691,6.483529412,NV,979,EXEMPT
2017,12154900,611691,6.784383562,NJ,535,PIF
2018,11400900,611691,7.708571429,GA,767,EXEMPT
2019,15347300,611691,8.011428571,TN,1085,EXEMPT
2020,4123900,611691,7.163043478,IL,352,CANCLD
2012,726400,611692,6.711538462,MA,68,PIF
2013,673800,611692,6.845833333,TX,104,EXEMPT
2014,3606200,611692,5.724545455,WI,534,EXEMPT
2015,7496200,611692,6.003333333,TX,294,PIF
2016,2880100,611692,6.108823529,TX,377,EXEMPT
2017,4652300,611692,7.226470588,NY,256,EXEMPT
2018,2499700,611692,8.104888889,SC,170,CANCLD
2019,738400,611692,9.128888889,WA,57,PIF
2020,2099300,611692,7.265714286,NY,34,EXEMPT
2012,16853500,611699,6.753758621,TX,1439,PIF
2013,23759500,611699,6.518577982,MO,1076,EXEMPT
2014,25349700,611699,6.286863636,MD,986,EXEMPT
2015,40500700,611699,6.156776316,NJ,1786,PIF
2016,36261800,611699,6.709352941,CO,1034,EXEMPT
2017,49742700,611699,6.783533333,CO,1609,EXEMPT
2018,29588900,611699,7.483992248,IL,1148,EXEMPT
2019,37878100,611699,8.293870968,CA,974,EXEMPT
2020,21050600,611699,7.068653846,NJ,727,COMMIT
2012,13729400,611710,6.422977778,NJ,885,EXEMPT
2013,12621000,611710,6.358103448,NY,816,PIF
2014,26020200,611710,6.36,MA,1462,EXEMPT
2015,24742400,611710,7.328464567,NY,1471,EXEMPT
2016,21082400,611710,7.534202899,MO,903,EXEMPT
2017,19642000,611710,7.350617284,UT,1401,EXEMPT
2018,24095800,611710,7.644090909,MD,821,EXEMPT
2019,16835400,611710,8.525,KS,775,EXEMPT
2020,6943800,611710,8.243333333,MN,548,EXEMPT
2012,312550900,621111,6.20608701,TX,5902,EXEMPT
2013,312865525,621111,6.124702216,CT,5832,EXEMPT
2014,348300195,621111,5.984751316,KS,5972,EXEMPT
2015,428329500,621111,5.840312564,TX,8026,EXEMPT
2016,392043600,621111,5.976581535,PA,6320,EXEMPT
2017,340129800,621111,6.316600846,GA,4959,EXEMPT
2018,337687100,621111,6.942724843,FL,5540,EXEMPT
2019,289647971,621111,7.466518293,FL,3469,CANCLD
2020,102393700,621111,6.793204878,AZ,1559,EXEMPT
2012,10209800,621112,6.25,FL,446,EXEMPT
2013,13636700,621112,6.236545455,MD,571,PIF
2014,17085977,621112,6.193058824,NY,355,PIF
2015,21422900,621112,6.2555,TX,585,CANCLD
2016,20539400,621112,6.52744898,CA,850,PIF
2017,24607300,621112,6.653111111,NY,689,PIF
2018,27821800,621112,7.040123457,RI,524,EXEMPT
2019,20507000,621112,7.856119403,TX,517,EXEMPT
2020,7258200,621112,7.366666667,MA,147,EXEMPT
2012,477220287,621210,5.902332715,MN,6770,CANCLD
2013,541960219,621210,5.751743709,TX,7357,PIF
2014,509206861,621210,5.688407407,CA,6700,PIF
2015,716325593,621210,5.627707875,TX,8938,EXEMPT
2016,771237929,621210,5.593021997,OR,7812,PIF
2017,763274992,621210,5.855702602,TX,7312,CANCLD
2018,632985133,621210,6.441710269,CA,5939,EXEMPT
2019,499928485,621210,7.116121951,MA,4614,EXEMPT
2020,166566500,621210,6.623797521,TX,1653,COMMIT
2012,62933600,621310,6.262137712,CA,1767,PIF
2013,75531450,621310,6.120454545,ND,1911,PIF
2014,81250933,621310,5.99372381,IN,1963,EXEMPT
2015,107400000,621310,5.983349606,NJ,2564,EXEMPT
2016,87365925,621310,6.137101852,GA,1989,EXEMPT
2017,99387900,621310,6.462757685,KS,1983,EXEMPT
2018,101146157,621310,6.97096325,CA,2166,EXEMPT
2019,116683100,621310,7.703547094,TX,2353,EXEMPT
2020,44066400,621310,7.002113402,OH,818,CANCLD
2012,59970400,621320,6.282051402,TX,1355,PIF
2013,64759400,621320,5.871865922,TX,1103,CANCLD
2014,70207272,621320,5.760025126,FL,1026,PIF
2015,67132800,621320,5.796009662,IA,1288,EXEMPT
2016,85161100,621320,5.786034483,CT,1162,CHGOFF
2017,82286294,621320,5.968342541,NC,1065,EXEMPT
2018,66272100,621320,6.416917808,TX,924,CANCLD
2019,66440300,621320,7.220859813,WV,630,EXEMPT
2020,17459914,621320,6.937222222,CA,276,EXEMPT
2012,7091500,621330,6.752235294,IL,515,CANCLD
2013,12816600,621330,6.273884211,FL,653,EXEMPT
2014,17175200,621330,6.134895238,OH,693,PIF
2015,19777300,621330,6.481962617,CA,675,PIF
2016,16336200,621330,6.734471545,CA,622,PIF
2017,25475600,621330,6.854117647,VA,1073,PIF
2018,26932600,621330,7.193755556,GA,1190,CANCLD
2019,32109900,621330,7.868035714,NC,1677,EXEMPT
2020,16971500,621330,7.467462687,NC,680,EXEMPT
2012,44117200,621340,6.275057143,GA,2735,EXEMPT
2013,49951900,621340,6.349395349,TN,2231,EXEMPT
2014,67387900,621340,5.984209738,PA,2258,PIF
2015,50666800,621340,6.209346429,OH,2521,EXEMPT
2016,81139400,621340,6.264035088,FL,3603,EXEMPT
2017,70995780,621340,6.599381443,NY,2623,EXEMPT
2018,61995300,621340,7.333803089,NV,2046,CANCLD
2019,73584600,621340,7.944819549,FL,2305,EXEMPT
2020,27931800,621340,7.398840909,FL,701,EXEMPT
2012,11489800,621391,6.130545455,NY,311,PIF
2013,9735600,621391,5.807727273,OH,204,PIF
2014,14659300,621391,5.848518519,WA,250,CANCLD
2015,23347700,621391,5.7996875,NY,374,PIF
2016,15907900,621391,6.265087719,NY,325,PIF
2017,13393500,621391,6.676607143,AL,290,EXEMPT
2018,11836700,621391,6.7725,CA,228,EXEMPT
2019,21180700,621391,7.875,PA,266,EXEMPT
2020,6151300,621391,7.089333333,AZ,90,EXEMPT
2012,52620100,621399,6.653730942,MO,2137,PIF
2013,40215490,621399,6.206948052,FL,1344,EXEMPT
2014,50665481,621399,6.224467532,MI,1514,CHGOFF
2015,62516816,621399,6.187121212,CA,1973,EXEMPT
2016,61041800,621399,6.566287625,NV,1825,PIF
2017,68508706,621399,6.859526531,NJ,2132,EXEMPT
2018,79411400,621399,7.281064639,AZ,2288,EXEMPT
2019,58116600,621399,8.11125,AZ,1595,COMMIT
2020,22390700,621399,7.220652174,TX,466,EXEMPT
2012,30000,621410,5.875,PA,3,CANCLD
2013,1405000,621410,5.95,NC,23,EXEMPT
2014,1113500,621410,5.45,HI,24,PIF
2015,10000,621410,4.75,MA,0,PIF
2016,3045000,621410,7.12,PR,23,CHGOFF
2017,521800,621410,6.8,MA,91,PIF
2018,2681500,621410,7.484615385,CO,94,EXEMPT
2019,4965000,621410,8.1,UT,35,EXEMPT
2020,118300,621410,6,SD,5,EXEMPT
2012,1036100,621420,6.349090909,RI,105,CHGOFF
2013,5717400,621420,6.535217391,ID,230,CHGOFF
2014,9277500,621420,6.019666667,IN,500,EXEMPT
2015,17914000,621420,6.459722222,TX,373,EXEMPT
2016,13473300,621420,6.343888889,AZ,485,PIF
2017,17335840,621420,6.706458333,LA,818,EXEMPT
2018,25531200,621420,7.626,CO,464,PIF
2019,13654500,621420,8.093902439,MN,649,EXEMPT
2020,16738000,621420,7.431363636,NH,472,COMMIT
2012,5421000,621491,5.5675,TX,260,EXEMPT
2013,102000,621491,7.75,GA,1,PIF
2014,300000,621491,5.5,TX,14,PIF
2016,971400,621491,6.6,OK,45,EXEMPT
2017,1344800,621491,6.445,OH,46,EXEMPT
2018,720000,621491,6.958333333,PA,21,EXEMPT
2020,150000,621491,6,MI,5,COMMIT
2012,6175000,621492,6.016666667,UT,55,PIF
2013,4431600,621492,4.89,MI,160,EXEMPT
2015,1911000,621492,7.55,FL,46,EXEMPT
2016,10200000,621492,6.7,FL,107,PIF
2017,3103800,621492,5.4654,TX,45,EXEMPT
2018,7853000,621492,5.924,CA,54,CANCLD
2019,297300,621492,7.625,MI,27,CANCLD
2020,2800000,621492,5.25,NY,29,COMMIT
2012,16738400,621493,6.108709677,CA,422,PIF
2013,36264915,621493,5.723195652,CO,439,PIF
2014,35750100,621493,5.410833333,MA,620,EXEMPT
2015,42201600,621493,5.963921569,NJ,864,PIF
2016,32312600,621493,6.181322034,OH,594,PIF
2017,32510900,621493,6.7175,FL,456,EXEMPT
2018,25072500,621493,6.614516129,FL,406,CANCLD
2019,30956200,621493,6.899285714,PA,347,EXEMPT
2020,6993400,621493,6.928571429,CA,70,COMMIT
2012,19160100,621498,6.247906977,CA,480,EXEMPT
2013,10619400,621498,5.935384615,WA,407,PIF
2014,19513000,621498,5.931632653,TN,649,EXEMPT
2015,24239800,621498,6.188254237,TN,796,EXEMPT
2016,17306000,621498,6.430447761,UT,487,PIF
2017,20312700,621498,7.235084746,TN,451,EXEMPT
2018,16148800,621498,7.524230769,OH,446,PIF
2019,25688700,621498,7.947924528,OH,463,EXEMPT
2020,10955100,621498,7.336428571,KS,546,EXEMPT
2012,14188700,621511,6.401840909,MT,747,PIF
2013,11404900,621511,6.485789474,WI,437,CANCLD
2014,14042000,621511,6.020434783,TX,446,PIF
2015,21261300,621511,6.285263158,NV,643,EXEMPT
2016,31996900,621511,6.5425,MN,1111,PIF
2017,23433200,621511,6.545822581,TX,423,PIF
2018,25683400,621511,7.336458333,NC,349,EXEMPT
2019,16660000,621511,7.498064516,GA,278,EXEMPT
2020,10741900,621511,7.178571429,PA,327,EXEMPT
2012,18067000,621512,6.313095238,PA,607,PIF
2013,37567400,621512,6.167966102,MP,511,CANCLD
2014,18080200,621512,6.271212121,IL,394,PIF
2015,37024700,621512,6.077608696,SC,579,PIF
2016,31457300,621512,6.118809524,HI,442,PIF
2017,29001200,621512,6.188513514,FL,409,CANCLD
2018,21195900,621512,7.19,IL,445,EXEMPT
2019,25248200,621512,7.224722222,PR,361,EXEMPT
2020,3144000,621512,6.8,MO,195,EXEMPT
2012,70625700,621610,6.351919831,MN,11908,PIF
2013,72498300,621610,6.38984375,TN,7854,PIF
2014,81345400,621610,6.124049296,CO,10458,EXEMPT
2015,121056400,621610,6.237366492,MI,11947,EXEMPT
2016,144202400,621610,6.363421687,PA,15022,PIF
2017,169508200,621610,6.596850575,VA,16348,EXEMPT
2018,155293200,621610,7.239868074,VA,13159,EXEMPT
2019,164985600,621610,7.921957672,IN,13105,EXEMPT
2020,76930700,621610,7.446794872,DE,6149,COMMIT
2012,17090900,621910,5.863548387,CA,1721,PIF
2013,4454700,621910,6.550454545,DE,573,PIF
2014,21152400,621910,6.202325581,NM,1868,EXEMPT
2015,12074100,621910,6.101081081,OH,1209,EXEMPT
2016,8864800,621910,6.660357143,PA,581,CANCLD
2017,11390500,621910,6.264444444,MA,876,EXEMPT
2018,8291300,621910,7.347037037,NY,556,PIF
2019,4993600,621910,8.305238095,VA,342,EXEMPT
2020,2004500,621910,7.458333333,TX,215,EXEMPT
2012,370000,621991,6.549,HI,17,PIF
2013,75000,621991,7.5,IL,0,PIF
2017,999000,621991,6.25,NY,28,EXEMPT
2019,300000,621991,8.25,NY,7,EXEMPT
2012,8354400,621999,6.444210526,MO,650,PIF
2013,12672800,621999,6.471428571,TN,184,PIF
2014,6093700,621999,6.284878049,FL,410,EXEMPT
2015,10581700,621999,6.651698113,FL,367,PIF
2016,10470400,621999,6.652830189,MA,452,PIF
2017,10640800,621999,6.894761905,TX,433,EXEMPT
2018,10728700,621999,7.37,CA,378,EXEMPT
2019,7113900,621999,8.006666667,FL,201,EXEMPT
2020,4805700,621999,7.4065,FL,478,CANCLD
2012,2886300,622110,6.654166667,MN,56,CANCLD
2013,18747700,622110,5.95,CA,537,PIF
2014,8225000,622110,6.252962963,TX,368,EXEMPT
2015,7875000,622110,6.0895,IN,307,CANCLD
2016,5973000,622110,6.497142857,TX,289,PIF
2017,9928900,622110,6.053333333,CA,100,EXEMPT
2018,2388400,622110,8.085,CA,79,EXEMPT
2019,15689000,622110,8.492411765,TX,462,EXEMPT
2020,5410000,622110,6.0875,IL,60,EXEMPT
2012,676300,622210,6.696,GA,24,PIF
2013,1817000,622210,6.021428571,VA,41,PIF
2014,455000,622210,7.75,MD,3,EXEMPT
2015,1538000,622210,6.94,IN,83,EXEMPT
2016,2189300,622210,7.09125,CA,121,CANCLD
2017,4392500,622210,7.357142857,LA,90,EXEMPT
2018,543200,622210,6.5,TX,45,EXEMPT
2019,5050000,622210,8.9975,AL,53,EXEMPT
2020,132000,622210,6,WV,6,CANCLD
2012,1058000,622310,6.31875,WI,31,EXEMPT
2013,89200,622310,4.625,OH,0,PIF
2014,7394000,622310,5.82,AZ,256,CANCLD
2015,5757000,622310,6.791666667,NH,95,EXEMPT
2016,1492600,622310,7,MD,30,CANCLD
2017,1579400,622310,6.9175,ME,23,EXEMPT
2018,399300,622310,6.05,OH,18,EXEMPT
2019,105000,622310,9.5,VA,4,EXEMPT
2020,2043000,622310,5.25,MI,37,EXEMPT
2012,61196349,623110,5.778425926,MA,2161,CANCLD
2013,59778000,623110,5.375,MN,1736,PIF
2014,46888500,623110,5.861521739,AZ,1239,EXEMPT
2015,49474900,623110,6.234827586,IN,1857,CANCLD
2016,61148100,623110,6.068484848,NJ,1807,PIF
2017,66750800,623110,6.072881356,MA,1830,EXEMPT
2018,28204300,623110,6.831794872,MT,983,EXEMPT
2019,40896300,623110,8.0664,MO,1170,EXEMPT
2020,14274100,623110,6.823529412,SD,571,EXEMPT
2012,10124600,623210,6.030625,WI,693,PIF
2013,12604300,623210,5.475652174,OH,567,EXEMPT
2014,4812100,623210,5.170666667,OH,552,PIF
2015,8546100,623210,5.191458333,CA,557,EXEMPT
2016,13516600,623210,6.5765625,CA,388,EXEMPT
2017,11182500,623210,6.241176471,FL,280,PIF
2018,1652000,623210,7.0525,OH,181,PIF
2019,8188700,623210,8.364615385,OR,287,EXEMPT
2020,66100,623210,8.875,MO,6,EXEMPT
2012,9945300,623220,6.59375,CA,146,PIF
2013,9323001,623220,6.026785714,PA,320,EXEMPT
2014,7405800,623220,6.222727273,CA,258,PIF
2015,12630700,623220,5.86125,UT,600,PIF
2016,15012845,623220,6.189333333,CA,586,PIF
2017,34890000,623220,6.294761905,CA,1627,PIF
2018,44657800,623220,6.979148936,CA,1612,EXEMPT
2019,17917800,623220,7.898846154,OR,810,EXEMPT
2020,9991400,623220,6.36,FL,151,EXEMPT
2012,38643600,623311,5.7790625,KY,829,CHGOFF
2013,12964400,623311,5.768333333,NM,626,EXEMPT
2014,29892100,623311,5.281034483,NM,622,EXEMPT
2015,24479400,623311,5.94125,GA,610,PIF
2016,13941500,623311,6.191304348,UT,351,PIF
2017,36574760,623311,6.374,CO,757,EXEMPT
2018,5795200,623311,7.572,OH,228,EXEMPT
2019,10631300,623311,7.25875,PA,219,EXEMPT
2020,663600,623311,7.375,MT,7,COMMIT
2012,44927500,623312,5.78887234,UT,477,PIF
2013,105681200,623312,5.552383721,UT,1943,PIF
2014,145469900,623312,5.720789474,KY,2259,PIF
2015,139991100,623312,5.710714286,NJ,2295,PIF
2016,159228800,623312,5.701176471,SC,2247,EXEMPT
2017,186498763,623312,6.162119816,NE,3020,EXEMPT
2018,195964200,623312,6.68908867,FL,2767,EXEMPT
2019,184103000,623312,7.394517045,FL,2485,EXEMPT
2020,102373800,623312,6.631690141,GA,902,EXEMPT
2012,22725100,623990,6.128333333,ME,859,EXEMPT
2013,16627303,623990,6.189354839,TX,200,CANCLD
2014,13108700,623990,5.7915625,MI,433,CANCLD
2015,10576000,623990,6.434666667,PA,558,PIF
2016,16091100,623990,6.5,TX,396,PIF
2017,11536700,623990,7.162878788,WA,445,PIF
2018,16179486,623990,7.678235294,CA,328,EXEMPT
2019,30455700,623990,7.519772727,TX,515,EXEMPT
2020,22215900,623990,7.4725,KY,341,EXEMPT
2012,10794300,624110,5.872307692,FL,206,PIF
2013,11531000,624110,5.8365,WA,523,CANCLD
2014,11029100,624110,6.036538462,PR,898,PIF
2015,9072200,624110,5.568888889,TX,338,PIF
2016,11387800,624110,6.004137931,CA,544,PIF
2017,12169400,624110,6.40125,GA,784,EXEMPT
2018,17571900,624110,7.1312,CA,462,EXEMPT
2019,14297500,624110,7.356428571,PA,630,EXEMPT
2020,9088700,624110,7.430555556,NC,461,COMMIT
2012,14585500,624120,6.272083333,OH,2043,EXEMPT
2013,15582800,624120,5.870104167,UT,1544,PIF
2014,29073000,624120,6.038666667,NV,2142,PIF
2015,30626900,624120,6.213313953,CT,1456,PIF
2016,37759200,624120,6.369619048,GA,2218,EXEMPT
2017,49914900,624120,6.649238095,DE,2122,PIF
2018,32282300,624120,7.342068966,SC,2371,EXEMPT
2019,57089300,624120,7.997,NC,3231,EXEMPT
2020,22245000,624120,7.27442623,PA,1145,EXEMPT
2012,5479100,624190,6.504285714,MI,292,PIF
2013,9195700,624190,6.517575758,WV,412,PIF
2014,3817300,624190,6.827368421,OH,432,EXEMPT
2015,11366900,624190,6.916065574,WA,479,PIF
2016,8387500,624190,6.9895,IN,324,EXEMPT
2017,9002800,624190,7.527301587,MN,551,EXEMPT
2018,7039900,624190,8.323174603,OH,431,EXEMPT
2019,13577100,624190,8.885526316,TX,653,EXEMPT
2020,4747000,624190,7.759166667,MI,296,EXEMPT
2012,169500,624210,6.56,KY,4,PIF
2013,203000,624210,6.06,NY,93,CANCLD
2015,477400,624210,6,AZ,22,CANCLD
2016,645000,624210,6.25,AZ,59,EXEMPT
2017,675000,624210,7.75,IL,7,CANCLD
2018,97400,624210,6.55,MI,8,EXEMPT
2013,3000000,624221,5,GA,22,EXEMPT
2014,2000000,624221,5,GA,2,EXEMPT
2015,350000,624221,5.805,OK,10,EXEMPT
2016,5000,624221,8.5,CA,2,EXEMPT
2017,742000,624221,5.25,KS,29,EXEMPT
2020,50000,624221,10.75,TX,0,COMMIT
2012,450000,624229,4.375,NH,2,PIF
2013,100000,624229,9.48,AZ,22,CANCLD
2016,1063200,624229,5.8,CA,32,EXEMPT
2017,1752900,624229,5.79,MA,27,PIF
2018,2060500,624229,6.55,AL,104,EXEMPT
2019,148900,624229,7.75,IN,1,EXEMPT
2020,685500,624229,6.16,IN,14,COMMIT
2012,460000,624230,6,MT,55,PIF
2013,211800,624230,5.925,MT,35,PIF
2014,873200,624230,5.75,MN,76,EXEMPT
2015,50000,624230,6.25,NY,1,EXEMPT
2016,110000,624230,7.125,WA,6,CANCLD
2017,250000,624230,6.75,AZ,20,PIF
2018,1941500,624230,8.183333333,WA,55,EXEMPT
2019,940000,624230,8.625,OK,6,PIF
2020,223500,624230,6.5,UT,13,COMMIT
2012,2655600,624310,6.982,NC,245,PIF
2013,2078400,624310,6.625,CO,120,CHGOFF
2014,9348400,624310,6.171818182,NV,851,PIF
2015,4555600,624310,5.463571429,CA,398,PIF
2016,8260400,624310,6.0475,NJ,440,EXEMPT
2017,3995300,624310,6.626428571,NY,214,EXEMPT
2018,6100200,624310,7.327928571,MO,461,EXEMPT
2019,2741300,624310,7.611111111,SD,40,COMMIT
2020,1861400,624310,7.247142857,AZ,69,EXEMPT
2012,294152266,624410,6.061235955,NJ,9488,PIF
2013,334680008,624410,5.93398155,KY,9276,EXEMPT
2014,417571823,624410,5.885504808,OH,10197,PIF
2015,569012945,624410,5.79126506,OH,13335,EXEMPT
2016,665687546,624410,5.835144458,OH,14631,EXEMPT
2017,698974705,624410,6.188790898,TX,14702,EXEMPT
2018,711573552,624410,6.931553421,TX,15142,EXEMPT
2019,722627553,624410,7.359983051,CA,13783,EXEMPT
2020,295773800,624410,6.795565068,NY,5522,COMMIT
2012,8519600,711110,6.275384615,CT,289,CANCLD
2013,7891900,711110,6.5,MA,83,EXEMPT
2014,2589700,711110,6.142142857,GA,234,PIF
2015,8738471,711110,6.241176471,WI,456,EXEMPT
2016,3490000,711110,5.954545455,MO,140,EXEMPT
2017,3784199,711110,6.355384615,MA,206,EXEMPT
2018,3281000,711110,7.574615385,NH,102,EXEMPT
2019,6804400,711110,8.528823529,NY,281,EXEMPT
2020,595000,711110,8.496666667,FL,52,EXEMPT
2012,1295800,711120,6.872666667,MS,56,PIF
2013,2550202,711120,6.361111111,MN,87,PIF
2014,2347300,711120,6.136428571,MN,101,PIF
2015,4548700,711120,6.199166667,MN,292,EXEMPT
2016,4854900,711120,6.359482759,IN,105,EXEMPT
2017,7564800,711120,7.164642857,PA,208,EXEMPT
2018,3397700,711120,7.828125,WI,72,EXEMPT
2019,5522900,711120,7.832352941,OR,133,EXEMPT
2020,2177300,711120,7.4375,OH,29,EXEMPT
2012,1079700,711130,7.66,UT,67,PIF
2013,2700000,711130,7.859375,TX,84,EXEMPT
2014,1658800,711130,7.996153846,FL,28,PIF
2015,1928400,711130,7.041666667,IL,102,CANCLD
2016,1217200,711130,7.292857143,IN,41,EXEMPT
2017,2426500,711130,7.707142857,GA,100,EXEMPT
2018,565000,711130,7.375,NV,71,EXEMPT
2019,425200,711130,10.44,MA,52,PIF
2020,175000,711130,9.595,NJ,0,COMMIT
2012,100000,711190,7.65,TN,11,PIF
2013,573800,711190,5.831666667,CA,36,PIF
2014,468500,711190,7.691666667,CA,30,EXEMPT
2015,759300,711190,5.787142857,MI,49,CANCLD
2016,2973000,711190,6.962666667,OH,159,PIF
2017,1434900,711190,7.1389375,OH,170,EXEMPT
2018,4399600,711190,7.083333333,NC,60,EXEMPT
2019,1560000,711190,8.551428571,NV,174,CANCLD
2020,190600,711190,7.625,MI,6,COMMIT
2012,1694700,711211,5.9375,NY,52,PIF
2013,716500,711211,5.748,OH,78,PIF
2014,14860900,711211,6.183809524,MO,230,PIF
2015,14226800,711211,5.938,IA,321,CHGOFF
2016,13232000,711211,6.246470588,TX,104,CANCLD
2017,7926000,711211,6.400666667,TX,280,EXEMPT
2018,7201000,711211,7.270833333,FL,146,EXEMPT
2019,2639500,711211,8.3125,ID,102,EXEMPT
2020,1124800,711211,6,NJ,17,EXEMPT
2012,3559200,711212,5.791666667,KS,101,CHGOFF
2013,3638000,711212,7.1875,CA,147,EXEMPT
2014,776500,711212,5.2,OH,13,EXEMPT
2015,1859500,711212,5.4075,OH,73,PIF
2016,1112100,711212,5.735,LA,112,EXEMPT
2017,5956500,711212,5.735,GA,139,EXEMPT
2018,1405200,711212,7.05625,OH,221,EXEMPT
2019,844400,711212,9.205714286,MA,7,EXEMPT
2020,525000,711212,7.625,MA,2,EXEMPT
2012,25000,711219,6.25,VT,3,EXEMPT
2013,155500,711219,7.533333333,MO,30,PIF
2014,3403400,711219,6.204545455,NC,34,PIF
2015,3335300,711219,7.2175,KY,329,PIF
2016,2833200,711219,7.080666667,IL,96,EXEMPT
2017,409500,711219,7.612,PA,32,PIF
2018,2714800,711219,7.458,TX,144,EXEMPT
2019,358800,711219,7.355,CO,7,EXEMPT
2020,997400,711219,7.13,FL,29,COMMIT
2012,10266300,711310,6.638648649,AZ,373,EXEMPT
2013,18108100,711310,6.415714286,NV,353,PIF
2014,13351500,711310,6.691428571,CA,448,PIF
2015,28385900,711310,6.40375,TX,585,EXEMPT
2016,20523400,711310,6.411186441,FL,514,CHGOFF
2017,12979200,711310,6.941794872,CA,245,EXEMPT
2018,21152800,711310,7.637017544,CO,495,EXEMPT
2019,29240022,711310,8.157837838,UT,393,PIF
2020,6143500,711310,7.375,FL,106,CANCLD
2012,4613900,711320,7.060357143,WI,157,PIF
2013,1806500,711320,6.686363636,CA,94,PIF
2014,4871900,711320,6.708125,FL,313,PIF
2015,6589300,711320,7.184107143,NM,250,PIF
2016,4022900,711320,7.176130435,UT,176,EXEMPT
2017,6204200,711320,7.736304348,NC,360,EXEMPT
2018,10785000,711320,8.49225,NY,191,EXEMPT
2019,5615595,711320,8.9515,MN,224,EXEMPT
2020,3061300,711320,7.941538462,CA,35,EXEMPT
2012,8745100,711410,7.12625,WI,103,PIF
2013,295000,711410,7.901,UT,9,EXEMPT
2014,2291400,711410,7,HI,94,PIF
2015,4314800,711410,7.002758621,NY,143,EXEMPT
2016,1867500,711410,6.561176471,CA,113,EXEMPT
2017,12408900,711410,7.300227273,NY,133,EXEMPT
2018,18932900,711410,7.494130435,TX,210,EXEMPT
2019,12265100,711410,8.086521739,FL,111,EXEMPT
2020,2788000,711410,7.422636364,CA,30,EXEMPT
2012,7487775,711510,7.285614035,AK,294,PIF
2013,4766200,711510,7.314666667,IA,219,PIF
2014,14504535,711510,7.046176471,CO,264,CANCLD
2015,11038100,711510,7.213760684,KS,374,CANCLD
2016,13011200,711510,7.498421053,WA,364,PIF
2017,23762100,711510,7.536990291,KY,352,EXEMPT
2018,16385400,711510,8.08057971,MN,241,COMMIT
2019,9318400,711510,8.730759494,AL,239,EXEMPT
2020,4589400,711510,8.101428571,MI,65,EXEMPT
2013,200000,712110,6,AR,7,EXEMPT
2014,15000,712110,9.75,PA,2,PIF
2015,140000,712110,8.0625,CO,10,PIF
2016,5000,712110,8.5,NC,0,EXEMPT
2017,3621700,712110,7.125,TX,59,EXEMPT
2018,2131600,712110,7,TX,80,EXEMPT
2019,169000,712110,9.52,TX,4,EXEMPT
2020,673700,712110,6.625,TX,13,EXEMPT
2014,130000,712120,5.5,NY,1,EXEMPT
2017,25000,712120,4.5,NY,1,EXEMPT
2012,1770000,712130,5.575,DE,9,PIF
2013,6652000,712130,5.7875,GA,84,PIF
2014,121200,712130,6,NC,26,PIF
2015,550000,712130,6.9375,MN,39,PIF
2016,2548400,712130,5.75,MO,21,EXEMPT
2017,5340000,712130,5.916666667,PA,75,EXEMPT
2018,3673000,712130,8.751666667,MT,28,EXEMPT
2019,1000000,712130,8.25,TX,3,EXEMPT
2020,150000,712130,7.5,MS,1,EXEMPT
2014,877500,712190,5.25,CA,6,PIF
2015,80000,712190,5.75,FL,2,EXEMPT
2016,346200,712190,7.95,CA,12,EXEMPT
2018,485600,712190,6.53,MS,8,EXEMPT
2019,192900,712190,6,PR,8,EXEMPT
2012,12287600,713110,6.701176471,CO,460,CHGOFF
2013,13091000,713110,5.888125,RI,276,CANCLD
2014,27286600,713110,5.493181818,RI,973,PIF
2015,34494300,713110,5.830294118,TN,1121,EXEMPT
2016,18454600,713110,5.784090909,CA,1388,PIF
2017,37082900,713110,6.404333333,IN,848,EXEMPT
2018,14184000,713110,7.007173913,TX,551,EXEMPT
2019,29101700,713110,7.913461538,GA,1091,EXEMPT
2020,5176200,713110,7.85,CA,216,CANCLD
2012,2489300,713120,6.225555556,IN,191,PIF
2013,7105600,713120,6.235588235,KS,374,PIF
2014,8267800,713120,5.760454545,NC,482,EXEMPT
2015,17380600,713120,5.909302326,CA,648,EXEMPT
2016,13493250,713120,6.24725,MS,715,PIF
2017,31716396,713120,6.299672131,CA,1333,EXEMPT
2018,24529800,713120,7.897222222,GA,763,EXEMPT
2019,27055600,713120,8.142131148,UT,1043,EXEMPT
2020,4441700,713120,7.625,IN,159,EXEMPT
2012,2200000,713210,5.5,NJ,8,EXEMPT
2014,2660000,713210,5,WA,12,EXEMPT
2015,55300,713210,7.825,MS,11,PIF
2016,5000,713210,9,CA,0,EXEMPT
2017,268000,713210,6.25,NM,1,EXEMPT
2018,1747250,713210,5.25,MT,40,EXEMPT
2012,600000,713290,6,AZ,32,CANCLD
2013,100000,713290,7.75,WI,1,PIF
2015,95000,713290,5.25,MO,1,PIF
2016,110000,713290,6,CA,10,EXEMPT
2019,191200,713290,9.75,TX,3,EXEMPT
2020,75000,713290,7.5,CA,1,EXEMPT
2012,52251900,713910,5.65047619,IN,1015,EXEMPT
2013,60649600,713910,5.327924528,MI,778,PIF
2014,45003700,713910,5.758235294,OH,684,PIF
2015,28373900,713910,5.660208333,MO,1002,CHGOFF
